,Engagements,Followers at Posting,Date,Day,Month,Day,Time,Hour,Hour_bucket,Type,Description,unique_word_count,character_count,Tag_Number,Hashtag_Number,Hashtags,Tags
552,,29067831,6/22/2018,Friday,6,22,21:06,21,8,Album,The full 2018 #NBADraft presented by @statefarm Board!,29,54,1,1,['#NBADraft'],['@statefarm']
553,,29048340,6/21/2018,Thursday,6,21,22:28,22,8,Photo,Officially official with the ??! #NBADraft,21,42,0,1,['#NBADraft'],[]
554,,29029342,6/20/2018,Wednesday,6,20,23:46,23,8,Video,20 years after the 1998 #NBDraft... the best of Jason Williamsí rookie season! #NBAvault (repost @nbahistory),37,109,1,2,"['#NBDraft...', '#NBAvault']",['@nbahistory)']
555,,29029342,6/20/2018,Wednesday,6,20,11:55,11,4,Album,The 2018 #NBADraft Prospects are photo-shoot fresh! (??: @jdg7873),34,66,1,1,['#NBADraft'],['@jdg7873)']
556,,29029342,6/20/2018,Wednesday,6,20,9:50,9,4,Photo,"The #NBALondon 2019 Game will feature the @nyknicks and @washwizards on January 17, 2019!",36,89,2,1,['#NBALondon'],"['@nyknicks', '@washwizards']"
557,,29007098,6/20/2018,Wednesday,6,20,1:14,1,1,Video,Team ????ís Matthew-Alexander Montcrieffe & Addison Patterson throw down nasty slams! #AmericasTeamCamp (repost @nbaacademy),34,124,1,1,['#AmericasTeamCamp'],['@nbaacademy)']
558,,28945438,6/16/2018,Saturday,6,16,20:09,20,7,Video,?? 360 JAM by 8th grader Emoni Bates! #JrNBAWorldChampionship (repost @jrnba),36,77,1,1,['#JrNBAWorldChampionship'],['@jrnba)']
559,,28877584,6/12/2018,Tuesday,6,12,22:05,22,8,Photo,"The @lakers look to defend their 2017 title... as all 30 teams participate in the 2018 @nbasummerleague for the first time! ïïï
??: NBA.com/summerleague
??: NBATickets.com",38,171,2,0,[],"['@lakers', '@nbasummerleague']"
560,,28693711,6/9/2018,Saturday,6,9,0:01,0,1,Video,That CHAMPIONSHIP feeling! #thisiswhyweplay,26,43,0,1,['#thisiswhyweplay'],[]
561,,28693711,6/8/2018,Friday,6,8,23:24,23,8,Photo,@kevindurant notches a triple-double in Game 4! #NBAFinals,29,58,1,1,['#NBAFinals'],['@kevindurant']
562,,28693711,6/8/2018,Friday,6,8,21:50,21,8,Photo,Draymond on defense! #NBAFinals,20,31,0,1,['#NBAFinals'],[]
563,,28693711,6/8/2018,Friday,6,8,21:44,21,8,Video,@stephencurry30 gets the wild triple to fall! #NBAFinals #NBAonABC,29,66,1,2,"['#NBAFinals', '#NBAonABC']",['@stephencurry30']
564,,28693711,6/8/2018,Friday,6,8,20:06,20,7,Video,#NBAPlayoffs career-high 43 in Game 3. @kevindurant warms up as @warriors seek NBA title!,34,89,2,1,['#NBAPlayoffs'],"['@kevindurant', '@warriors']"
565,,28693711,6/8/2018,Friday,6,8,15:42,15,6,Photo,"Itís GAME DAYÖ the 2018 #NBAFinals presented by @YouTube TV between the @Cavs and @Warriors continues tonight! ïïï
?? Game 4: 9:00pm/et #NBAonABC with YouTubeTV",51,160,3,2,"['#NBAFinals', '#NBAonABC']","['@YouTube', '@Cavs', '@Warriors']"
566,,28652981,6/7/2018,Thursday,6,7,11:01,11,4,Video,ìI donít think anybody in the world can hit those but him (@kevindurant)...î #NBAFinals,33,87,1,1,['#NBAFinals'],['@kevindurant)...î']
567,,28652981,6/7/2018,Thursday,6,7,4:33,4,2,Photo,???? #NBAFinals,12,15,0,1,['#NBAFinals'],[]
568,,28607140,6/6/2018,Wednesday,6,6,23:33,23,8,Video,"The @warriors prevail on the road to take a 3-0 #NBAFinals lead behind 43 points, 13 rebounds & 7 assists from @kevindurant!",36,124,2,1,['#NBAFinals'],"['@warriors', '@kevindurant!']"
569,,28607140,6/6/2018,Wednesday,6,6,21:36,21,8,Photo,"Congrats to @KingJames of the @cavs for moving up to 4th on the #NBAPlayoffs GAMES PLAYED list!

#WhateverItTakes #ThisIsWhyWePlay",42,130,2,3,"['#NBAPlayoffs', '#WhateverItTakes', '#ThisIsWhyWePlay']","['@KingJames', '@cavs']"
570,,28607140,6/6/2018,Wednesday,6,6,11:26,11,4,Video,?? @money23green micíd up in Game 2 of the #NBAFinals!,31,54,1,1,['#NBAFinals!'],['@money23green']
571,,28578397,6/5/2018,Tuesday,6,5,17:01,17,6,Video,"They Will Know Your Name, Just Like They Know The Kingís ..@nba2k 19 coming soon!",34,81,1,0,[],['@nba2k']
572,,28542458,6/4/2018,Monday,6,4,22:17,22,8,Album,?? from our exclusive artist experience at @govballnyc! #NBAGovBall,28,67,1,1,['#NBAGovBall'],['@govballnyc!']
573,,28504348,6/3/2018,Sunday,6,3,23:44,23,8,Video,?? @stephencurry30 buries #NBAFinals record nine triples in Game 2!,30,67,1,1,['#NBAFinals'],['@stephencurry30']
574,,28504348,6/3/2018,Sunday,6,3,21:42,21,8,Photo,"Congrats to @KingJames of the @cavs for moving up to 2nd on the #NBAFinals SCORING list! 
#ThisIsWhyWePlay #WhateverItTakes",41,123,2,3,"['#NBAFinals', '#ThisIsWhyWePlay', '#WhateverItTakes']","['@KingJames', '@cavs']"
575,,28429408,6/1/2018,Friday,6,1,9:05,9,4,Video,"The Finals start with a bang. Golden State takes the first game!
#NBAFinals #NBASoundUp ??:@gallo_locknez",38,105,1,2,"['#NBAFinals', '#NBASoundUp']",['@gallo_locknez']
576,,28383628,6/1/2018,Friday,6,1,3:11,3,2,Video,3??2??1?? The TOP 3 PLAYS from Game 1 of the 2018 #NBAFinals presented by @youtube TV!,39,86,1,1,['#NBAFinals'],['@youtube']
577,,28383628,6/1/2018,Friday,6,1,2:14,2,1,Video,"@kingjames goes off for 51 points, 8 rebounds and 8 assists for the @cavs in Game 1 of the 2018 #NBAFinals!",36,107,2,1,['#NBAFinals!'],"['@kingjames', '@cavs']"
578,,28361732,5/30/2018,Wednesday,5,30,17:42,17,6,Video,The @warriors and @cavs get shots up ahead of Thursdayís #NBAFinals action!,29,75,2,1,['#NBAFinals'],"['@warriors', '@cavs']"
579,,28330898,5/29/2018,Tuesday,5,29,22:07,22,8,Video,Droppiní dimes... the top ASSISTS from the Eastern Conference Finals!,27,69,0,0,[],[]
580,,28289100,5/29/2018,Tuesday,5,29,0:00,0,1,Photo,@stephencurry30 x @kevindurant!,21,31,2,0,[],"['@stephencurry30', '@kevindurant!']"
581,,28289100,5/28/2018,Monday,5,28,23:30,23,8,Photo,"The @warriors are Western Conference Finals champs and #NBAFinals bound for the 4th straight year! 
#DubNation #NBAPlayoffs",35,123,1,3,"['#NBAFinals', '#DubNation', '#NBAPlayoffs']",['@warriors']
582,,28289100,5/28/2018,Monday,5,28,22:05,22,8,Video,@jharden13 breaks free @nbaontnt!,18,33,2,0,[],"['@jharden13', '@nbaontnt!']"
583,,28261865,5/27/2018,Sunday,5,27,23:43,23,8,Video,ìItís all part of the plan..î #WhateverItTakes #ThisIsWhyWePlay,25,63,0,2,"['#WhateverItTakes', '#ThisIsWhyWePlay']",[]
584,,28261865,5/27/2018,Sunday,5,27,19:25,19,7,Video,The @Celtics and @Cavs create buckets off of defense and ball movement! #NBABreakdown ?:8:30pm/et ??:@ESPN,38,106,3,1,['#NBABreakdown'],"['@Celtics', '@Cavs', '@ESPN']"
585,,28245535,5/26/2018,Saturday,5,26,23:49,23,8,Photo,The @warriors force a GAME 7 in the Western Conference Finals with 115-86 victory!,32,82,1,0,[],['@warriors']
586,,28245535,5/26/2018,Saturday,5,26,22:44,22,8,Photo,"Congrats to @KlayThompson of the @warriors for moving up to 7th on the #NBAPlayoffs 3PM list! 
#ThisIsWhyWePlay #DubNation",37,122,2,3,"['#NBAPlayoffs', '#ThisIsWhyWePlay', '#DubNation']","['@KlayThompson', '@warriors']"
587,,28228163,5/25/2018,Friday,5,25,22:44,22,8,Video,@kingjames gets the roll on the follow up!,21,42,1,0,[],['@kingjames']
588,,28228163,5/25/2018,Friday,5,25,21:42,21,8,Photo,"Facing elimination, @kingjames puts up 25p/5r/5a in the first half as @cavs lead 54-43!",31,87,2,0,[],"['@kingjames', '@cavs']"
589,,28228163,5/25/2018,Friday,5,25,21:29,21,8,Video,@youngamechanger finds @fchwpo in the corner for the @celtics triple!,22,69,3,0,[],"['@youngamechanger', '@fchwpo', '@celtics']"
590,,28228163,5/25/2018,Friday,5,25,21:04,21,8,Video,@realtristan13 protects the land!,18,33,1,0,[],['@realtristan13']
591,,28194967,5/23/2018,Wednesday,5,23,21:18,21,8,Photo,????,1,4,0,0,[],[]
592,,28179239,5/22/2018,Tuesday,5,22,23:06,23,8,Video,@sdot1414 flushes it home with the LEFT!,21,40,1,0,[],['@sdot1414']
593,,28179239,5/22/2018,Tuesday,5,22,18:15,18,7,Video,Get ready for tonightís Western Conference Finals action (9pm/et @nbaontnt).. with @money23green micíd up!,35,106,2,0,[],"['@nbaontnt)..', '@money23green']"
594,,28179239,5/22/2018,Tuesday,5,22,11:07,11,4,Photo,@dofficialmutombo will receive the 2018 #SagerStrong Award at the 2018 #NBAAwards (6/25 @nbaontnt)!,36,99,2,2,"['#SagerStrong', '#NBAAwards']","['@dofficialmutombo', '@nbaontnt)!']"
595,,28160927,5/21/2018,Monday,5,21,21:43,21,8,Video,Heís on ??????????,8,18,0,0,[],[]
596,,28104672,5/18/2018,Friday,5,18,11:44,11,4,Video,"Our peeps @filayyyy, @famouslos32 and @rademita test their skills at the #NBACombine!",30,85,3,1,['#NBACombine!'],"['@filayyyy,', '@famouslos32', '@rademita']"
597,,28098536,5/16/2018,Wednesday,5,16,21:26,21,8,Video,@kevindurant crosses into the lane @nbaontnt!,19,45,2,0,[],"['@kevindurant', '@nbaontnt!']"
598,,28077867,5/15/2018,Tuesday,5,15,10:33,10,4,Photo,Game 2 TONIGHT!,12,15,0,0,[],[]
599,,28063271,5/14/2018,Monday,5,14,15:57,15,6,Video,"?? the ???? that make the @houstonrockets and @warriors special on the offensive end! #NBABreakdown
___
??: Western Conference Finals Game 1
?: 9:00pm/et ??: @nbaontnt",39,167,3,1,['#NBABreakdown'],"['@houstonrockets', '@warriors', '@nbaontnt']"
600,,28063271,5/14/2018,Monday,5,14,8:22,8,3,Photo,Tell us WHO YA GOT for a chance to win a $500 @nbastore Gift Card... by using #KiaWhoYaGot + #Sweepstakes,38,105,1,2,"['#KiaWhoYaGot', '#Sweepstakes']",['@nbastore']
601,,28051237,5/13/2018,Sunday,5,13,19:21,19,7,Photo,The @celtics put together a team-effort to take 1-0 Eastern Conference Finals lead! #NBAPlayoffs,34,96,1,1,['#NBAPlayoffs'],['@celtics']
602,,28039224,5/12/2018,Saturday,5,12,17:04,17,6,Video,In front of a PACKED gym... Ariel Perkins (16 PTS) hits the GAME-WINNER for the Rialto Lady Rebels! #JrNBAWorldChampionship #ThisIsWhyWePlay (repost @jrnba),46,156,1,2,"['#JrNBAWorldChampionship', '#ThisIsWhyWePlay']",['@jrnba)']
603,,28025137,5/11/2018,Friday,5,11,23:01,23,8,Video,Erick Amador (30 PTS) nails the GAME-WINNER to give the Chula Vista Hawks the 48-47 victory! #JrNBAWorldChampionship #ThisIsWhyWePlay (repost @jrnba),50,149,1,2,"['#JrNBAWorldChampionship', '#ThisIsWhyWePlay']",['@jrnba)']
604,,28025137,5/11/2018,Friday,5,11,11:18,11,4,Video,?? the TOP 3 #KumhoHandles from the Western Conference Semis! #NBAPlayoffs,32,74,0,2,"['#KumhoHandles', '#NBAPlayoffs']",[]
605,,27998337,5/9/2018,Wednesday,5,9,23:01,23,8,Video,The @celtics outlast @sixers to advance to the Eastern Conference Finals! #CUsRise,26,82,2,1,['#CUsRise'],"['@celtics', '@sixers']"
606,,27998337,5/9/2018,Wednesday,5,9,21:47,21,8,Video,@bensimmons gets it to fall!,15,28,1,0,[],['@bensimmons']
607,,27979110,5/8/2018,Tuesday,5,8,21:34,21,8,Video,Aaaaaand it drops! ??,13,21,0,0,[],[]
608,,27915879,5/7/2018,Monday,5,7,19:59,19,7,Photo,?? #PhilaUnite,12,14,0,1,['#PhilaUnite'],[]
609,,27915879,5/6/2018,Sunday,5,6,22:35,22,8,Photo,"The @houstonrockets take 3-1 series lead, defeat @utahjazz 100-87! #NBAPlayoffs",34,79,2,1,['#NBAPlayoffs'],"['@houstonrockets', '@utahjazz']"
610,,27915879,5/6/2018,Sunday,5,6,17:16,17,6,Video,Family first! #ThisIsWhyWePlay,19,30,0,1,['#ThisIsWhyWePlay'],[]
611,,27915879,5/6/2018,Sunday,5,6,16:40,16,6,Video,The perfect pick & roll! #NBAonABC,21,34,0,1,['#NBAonABC'],[]
612,,27915879,5/6/2018,Sunday,5,6,10:02,10,4,Photo,Join us in wishing @the_1_dragon of the @miamiheat a HAPPY 32nd BIRTHDAY! #NBABDAY,34,82,2,1,['#NBABDAY'],"['@the_1_dragon', '@miamiheat']"
613,,27915879,5/5/2018,Saturday,5,5,19:37,19,7,Video,Weíre headed to OT thanks to @mbeli21!,23,38,1,0,[],['@mbeli21!']
614,,27915879,5/5/2018,Saturday,5,5,19:25,19,7,Video,@joelembiid flushes it home WITH AUTHORITY!,25,43,1,0,[],['@joelembiid']
615,,27915879,5/5/2018,Saturday,5,5,1:18,1,1,Video,"NBA royalty... John Stockton, @thedr34m and @markeaton7ft4!",27,59,2,0,[],"['@thedr34m', '@markeaton7ft4!']"
616,,27915879,5/4/2018,Friday,5,4,17:38,17,6,Video,"One of the surprise teams in the Western Conference this season, the @UtahJazz look to take a 2-1 series lead tonight ??: #Rockets x #TakeNote Game 3 ?: 10:30pm/et ??: ESPN",44,172,1,2,"['#Rockets', '#TakeNote']",['@UtahJazz']
617,,27901440,5/3/2018,Thursday,5,3,23:01,23,8,Video,??????,1,6,0,0,[],[]
618,,27901440,5/3/2018,Thursday,5,3,19:33,19,7,Photo,Special #PhilaUnite #NBAKicks in Boston for Game 2 for @iamamirjohnson!,29,71,1,2,"['#PhilaUnite', '#NBAKicks']",['@iamamirjohnson!']
619,,27887710,5/2/2018,Wednesday,5,2,21:57,21,8,Video,?? @jharden13 rocks the rim!,20,28,1,0,[],['@jharden13']
620,,27873962,5/1/2018,Tuesday,5,1,21:10,21,8,Video,Get your yodel on!,12,18,0,0,[],[]
621,,27873962,5/1/2018,Tuesday,5,1,17:35,17,6,Video,From way downtown... the top triples from the opening round of the #NBAPlayoffs!,27,80,0,1,['#NBAPlayoffs!'],[]
622,,27873962,5/1/2018,Tuesday,5,1,6:36,6,3,Photo,"It started with 72,000. Now itís down to 102. 
Watch the best @nba2kleague players display their skills as a team for the first time at THE TIPOFF on May 1! ??: Twitch (May 1-5) #ItsOurTime",49,189,1,1,['#ItsOurTime'],['@nba2kleague']
623,,27859939,4/30/2018,Monday,4,30,19:47,19,7,Video,"Ahead of @sixers/@celtics #NBAPlayoffs action (8pm/et @nbaontnt), we showcase their statistical strengths! ???? #NBABreakdown",35,125,3,2,"['#NBAPlayoffs', '#NBABreakdown']","['@sixers/@celtics', '@nbaontnt),']"
624,,27844057,4/29/2018,Sunday,4,29,11:47,11,4,Photo,Tell us Who Ya Got for a chance to win tix to an #NBAFinals game by using #KiaWhoYaGot #Sweepstakes!,34,100,0,3,"['#NBAFinals', '#KiaWhoYaGot', '#Sweepstakes!']",[]
625,,27830699,4/28/2018,Saturday,4,28,22:27,22,8,Video,Major hangtime for @gmb_chum12!,22,31,1,0,[],['@gmb_chum12!']
626,,27816431,4/27/2018,Friday,4,27,22:01,22,8,Video,The brotherhood... @raptors x @washwizards backcourt. #NBAPlayoffs,29,66,2,1,['#NBAPlayoffs'],"['@raptors', '@washwizards']"
627,,27816431,4/27/2018,Friday,4,27,16:51,16,6,Video,@kyle_lowry7 takes the floor early ahead of Game 6 (@raptors lead 3-2) on ESPNews / @nbatv (7pm/et)! #NBAPlayoffs,38,113,3,1,['#NBAPlayoffs'],"['@kyle_lowry7', '@raptors', '@nbatv']"
628,,27783821,4/25/2018,Wednesday,4,25,22:16,22,8,Video,44/10/8... cool him down!,17,25,0,0,[],[]
629,,27783821,4/25/2018,Wednesday,4,25,14:05,14,5,Photo,"Voting has officially tipped off for the 2017-18 Seasonlong NBA Cares Community Assist Award presented by Kaiser Permanente! 
Make a post using #NBACommunityAssist + #PlayerName to cast your vote!

Today, your vote counts twice and has DOUBLE the impact! (repost @nbacares)",52,273,1,2,"['#NBACommunityAssist', '#PlayerName']",['@nbacares)']
630,,27783821,4/25/2018,Wednesday,4,25,8:23,8,3,Video,@manuginobili and Coach Steve Kerr share a moment following Game 5. #NBAPlayoffs,33,80,1,1,['#NBAPlayoffs'],['@manuginobili']
631,,27771074,4/25/2018,Wednesday,4,25,2:06,2,1,Photo,The @warriors defeat the @spurs 99-91 to advance to the Conference Semis! #NBAPlayoffs,33,86,2,1,['#NBAPlayoffs'],"['@warriors', '@spurs']"
632,,27771074,4/24/2018,Tuesday,4,24,22:29,22,8,Video,"Give, go, reverse... by @dwyanewade!",19,36,1,0,[],['@dwyanewade!']
633,,27771074,4/24/2018,Tuesday,4,24,22:00,22,8,Photo,"The @celtics take 3-2 series lead, defeat @bucks 92-87! #NBAPlayoffs",32,68,2,1,['#NBAPlayoffs'],"['@celtics', '@bucks']"
634,,27771074,4/24/2018,Tuesday,4,24,20:12,20,7,Video,"Joined by @kevinhart4real, @meekmill rings the ?? in Philadelphia! #NBAPlayoffs",31,79,2,1,['#NBAPlayoffs'],"['@kevinhart4real,', '@meekmill']"
635,,27756540,4/23/2018,Monday,4,23,23:05,23,8,Video,???? ??,2,7,0,0,[],[]
636,,27756540,4/23/2018,Monday,4,23,22:54,22,8,Video,The @utahjazz share the ball to set up @rudygobert27!,22,53,2,0,[],"['@utahjazz', '@rudygobert27!']"
637,,27756540,4/23/2018,Monday,4,23,20:26,20,7,Video,?? @cp3 making it happen @nbaontnt!,18,35,2,0,[],"['@cp3', '@nbaontnt!']"
638,,27744075,4/22/2018,Sunday,4,22,18:11,18,7,Photo,The @spurs (1-3) defeat the @warriors 103-90 in Game 4! #NBAPlayoffs,35,68,2,1,['#NBAPlayoffs'],"['@spurs', '@warriors']"
639,,27744075,4/22/2018,Sunday,4,22,18:09,18,7,Video,@manuginobili on todayís team effort by the @spurs!,22,51,2,0,[],"['@manuginobili', '@spurs!']"
640,,27744075,4/22/2018,Sunday,4,22,14:03,14,5,Video,What a way to finish the quarter for the @bucks! #NBAonABC,26,58,1,1,['#NBAonABC'],['@bucks!']
641,,27730416,4/21/2018,Saturday,4,21,22:12,22,8,Photo,The @timberwolves (1-2) defeat the @houstonrockets 121-105 in their first home #NBAPlayoffs game since 2004!,38,108,2,1,['#NBAPlayoffs'],"['@timberwolves', '@houstonrockets']"
642,,27730416,4/21/2018,Saturday,4,21,17:45,17,6,Video,@antdavis23 protects the @pelicansnba paint!,20,44,2,0,[],"['@antdavis23', '@pelicansnba']"
643,,27717388,4/20/2018,Friday,4,20,19:35,19,7,Video,@kingjames finds @kevinlove backdoor @nbaonespn!,21,48,3,0,[],"['@kingjames', '@kevinlove', '@nbaonespn!']"
644,,27703576,4/19/2018,Thursday,4,19,20:05,20,7,Video,Handles so smooth!,13,18,0,0,[],[]
645,,27703576,4/19/2018,Thursday,4,19,16:52,16,6,Video,"@klaythompson gets the people going! 
___
??: @warriors/@spurs
?: 9:30pm/et
??: @nbaontnt",29,89,4,0,[],"['@klaythompson', '@warriors/@spurs', '@nbaontnt']"
646,,27690789,4/18/2018,Wednesday,4,18,22:37,22,8,Video,@spidadmitchell is fearless!,16,28,1,0,[],['@spidadmitchell']
647,,27690789,4/18/2018,Wednesday,4,18,22:01,22,8,Video,?? @spidadmitchell to the rack!,18,31,1,0,[],['@spidadmitchell']
648,,27690789,4/18/2018,Wednesday,4,18,19:51,19,7,Video,@larrydn7 protects the paint @nbaontnt!,19,39,2,0,[],"['@larrydn7', '@nbaontnt!']"
649,,27690789,4/18/2018,Wednesday,4,18,15:32,15,6,Video,One of the flashiest passers in the game... @stephensonlance & the @pacers look to go up 2-0 with a win (7pm/et @nbaontnt)! #NBAPlayoffs,38,136,3,1,['#NBAPlayoffs'],"['@stephensonlance', '@pacers', '@nbaontnt)!']"
650,,27679663,4/17/2018,Tuesday,4,17,22:32,22,8,Video,???????? @fchwpo becomes the youngest @celtics player to score 30 in the #NBAPlayoffs!,30,86,2,1,['#NBAPlayoffs!'],"['@fchwpo', '@celtics']"
651,,27666540,4/16/2018,Monday,4,16,14:12,14,5,Photo,"Havenít signed up yet? Need to make changes? 
Thereís still time to play the #NBAPlayoffs Bracket Challenge presented by @budweiserusa! nba.com/playoffs/bracketchallenge/",38,170,1,1,['#NBAPlayoffs'],['@budweiserusa!']
652,,27651682,4/15/2018,Sunday,4,15,20:48,20,7,Video,@stevenadams goes full extension for the oop!,21,45,1,0,[],['@stevenadams']
653,,27634257,4/14/2018,Saturday,4,14,22:08,22,8,Video,@markellefultz gets into the lane for the @sixers bucket!,22,57,2,0,[],"['@markellefultz', '@sixers']"
654,,27634257,4/14/2018,Saturday,4,14,18:36,18,7,Video,@kyle_lowry7 adjusts to get to the rim for th @raptors!,24,55,2,0,[],"['@kyle_lowry7', '@raptors!']"
655,,27634257,4/14/2018,Saturday,4,14,17:44,17,6,Video,@dwyanewade gets shots up ahead of his 13th #NBAPlayoffs appearance as the @miamiheat visit @sixers 8pm/et @nbaonespn!,34,118,4,1,['#NBAPlayoffs'],"['@dwyanewade', '@miamiheat', '@sixers', '@nbaonespn!']"
656,,27607396,4/12/2018,Thursday,4,12,23:34,23,8,Album,The final stat leaders for the 2017-18 season!,21,46,0,0,[],[]
657,,27607396,4/12/2018,Thursday,4,12,20:43,20,7,Video,@kingjames of the @cavs named Eastern Conference Kia NBA Player of the Month for March/April! #KiaPOTM,35,102,2,1,['#KiaPOTM'],"['@kingjames', '@cavs']"
658,,27607396,4/12/2018,Thursday,4,12,20:06,20,7,Video,"First @aja22wilson saw her dream come true as the #WNBADraft's No. 1 pick to the @lvaces. 
Then she got a surprise message from her longtime favorite player, @blakegriffin23 
Her reaction? Priceless. #WatchMeWork (repost @wnba)",46,227,4,2,"[""#WNBADraft's"", '#WatchMeWork']","['@aja22wilson', '@lvaces.', '@blakegriffin23', '@wnba)']"
659,,27607396,4/12/2018,Thursday,4,12,18:16,18,7,Video,@spidadmitchell of the @utahjazz named Western Conference Kia NBA Rookie of the Month for March/April! #KiaROTM,34,111,2,1,['#KiaROTM'],"['@spidadmitchell', '@utahjazz']"
660,,27595721,4/12/2018,Thursday,4,12,1:18,1,1,Album,"@markellefultz becomes the youngest player in @nbahistory (19 years, 317 days) to record a triple-double (13p/10r/10a)!",34,119,2,0,[],"['@markellefultz', '@nbahistory']"
661,,27595721,4/11/2018,Wednesday,4,11,8:22,8,3,Video,"After 10 years in the @nbagleague, Andre Ingram scores 19 in his @lakers/@nba debut on 6/8 from the field! #ThisIsWhyWePlay",35,123,3,1,['#ThisIsWhyWePlay'],"['@nbagleague,', '@lakers/@nba']"
662,,27588337,4/10/2018,Tuesday,4,10,22:27,22,8,Video,@njohn13 with the @spurs_austin EXCLAMATION POINT! ?? #GLeagueFinals (repost @nbagleague),39,89,3,1,['#GLeagueFinals'],"['@njohn13', '@spurs_austin', '@nbagleague)']"
663,,27571730,4/10/2018,Tuesday,4,10,2:32,2,1,Video,10 years of perseverance was all worth it for Andre Ingram when he finally got the call #ThisIsWhyWePlay (repost @lakers),32,121,1,1,['#ThisIsWhyWePlay'],['@lakers)']
664,,27571730,4/10/2018,Tuesday,4,10,1:07,1,1,Album,Swipe through to recap Mondayís 9 games!,23,40,0,0,[],[]
665,,27571730,4/9/2018,Monday,4,9,20:01,20,7,Photo,The champ is here... ?? @teamswish x ?? @preedgolf! #NBACelebRow,30,64,2,1,['#NBACelebRow'],"['@teamswish', '@preedgolf!']"
666,,27571730,4/9/2018,Monday,4,9,11:53,11,4,Album,As we reach the final week of the season... we check in with the NBA stat leaders!,21,82,0,0,[],[]
667,,27555449,4/8/2018,Sunday,4,8,18:27,18,7,Video,@jhart protects the paint for the @lakers!,18,42,2,0,[],"['@jhart', '@lakers!']"
668,,27555449,4/8/2018,Sunday,4,8,17:37,17,6,Video,The @memgrizz get out on the break!,18,35,1,0,[],['@memgrizz']
669,,27542639,4/8/2018,Sunday,4,8,0:39,0,1,Photo,"And it was worth it ??
#ThisIsWhyWePlay (repost @nyknicks)",28,58,1,1,['#ThisIsWhyWePlay'],['@nyknicks)']
670,,27542639,4/7/2018,Saturday,4,7,15:40,15,6,Video,Saturday vibes in LA!,17,21,0,0,[],[]
671,,27530817,4/7/2018,Saturday,4,7,1:25,1,1,Album,10 teams take home wins Friday night.,20,37,0,0,[],[]
672,,27530817,4/6/2018,Friday,4,6,23:11,23,8,Video,Above the rim! #PhantomCam,17,26,0,1,['#PhantomCam'],[]
673,,27530817,4/6/2018,Friday,4,6,9:52,9,4,Video,@kingjames (33p/14a/9r) takes over in the 4th with 13 of his 33 to lead @cavs comeback!,31,87,2,0,[],"['@kingjames', '@cavs']"
674,,27512159,4/4/2018,Wednesday,4,4,22:28,22,8,Video,?? @kyle_lowry7 and @demar_derozan ??,17,37,2,0,[],"['@kyle_lowry7', '@demar_derozan']"
675,,27506838,4/3/2018,Tuesday,4,3,20:50,20,7,Video,@jarrettjack03 spots a @frank_ntilikina fan! #ThisIsWhyWePlay,27,61,2,1,['#ThisIsWhyWePlay'],"['@jarrettjack03', '@frank_ntilikina']"
676,,27481386,4/1/2018,Sunday,4,1,19:19,19,7,Video,?? @desmith4 ??,11,15,1,0,[],['@desmith4']
677,,27481386,4/1/2018,Sunday,4,1,16:34,16,6,Video,@officialeg10 gets into the lane for the SLAM! #NBAonABC,26,56,1,1,['#NBAonABC'],['@officialeg10']
678,,27465841,3/31/2018,Saturday,3,31,15:29,15,6,Photo,"Congrats to @dwighthoward of the @hornets for moving up to 15th on the NBAís ALL-TIME REBOUNDS list!

#BuzzCity #ThisIsWhyWePlay",45,128,2,2,"['#BuzzCity', '#ThisIsWhyWePlay']","['@dwighthoward', '@hornets']"
679,,27452596,3/29/2018,Thursday,3,29,20:18,20,7,Video,@bam1of1 rolls for the MONSTER SLAM!,24,36,1,0,[],['@bam1of1']
680,,27436716,3/29/2018,Thursday,3,29,1:08,1,1,Album,Swipe through to recap a busy night around the Association!,21,59,0,0,[],[]
681,,27432986,3/27/2018,Tuesday,3,27,21:05,21,8,Video,@dwyanewadeís house!,14,20,1,0,[],['@dwyanewadeís']
682,,27432986,3/27/2018,Tuesday,3,27,20:19,20,7,Video,The @miamiheat and @cavs are READY for @nbaontnt action in Miami!,25,65,3,0,[],"['@miamiheat', '@cavs', '@nbaontnt']"
683,,27392245,3/27/2018,Tuesday,3,27,14:07,14,5,Video,"Jrue Tyler Holiday x @jrue_holiday11 
#LeanInTogether",26,53,1,1,['#LeanInTogether'],['@jrue_holiday11']
684,,27392245,3/26/2018,Monday,3,26,16:12,16,6,Album,There's more than one way to dress like a pro. #NBAGameChangers @jmglitxh27 @1ngram4 @jcollins20_ are proof. What do you think?,41,127,3,1,['#NBAGameChangers'],"['@jmglitxh27', '@1ngram4', '@jcollins20_']"
685,,27392245,3/26/2018,Monday,3,26,9:32,9,4,Video,???? Which was your favorite @kingjames poster... in Brooklyn or in Portland?,29,77,1,0,[],['@kingjames']
686,,27392245,3/25/2018,Sunday,3,25,22:10,22,8,Video,"@andreís biggest fan, Sister Regena Ross! #ThisIsWhyWePlay",27,58,1,1,['#ThisIsWhyWePlay'],['@andreís']
687,,27392245,3/25/2018,Sunday,3,25,14:41,14,5,Photo,To the MAX!,10,11,0,0,[],[]
